Data,Produkt,Suma,Kurs ,Lokalna wartość,Lokalna waluta,Kurs lokalnej waluty,Wartość w PLN,Akcje zmiana w %,Wartość w PLN zmiana,Procent portfela,Zmiana procentu portfela,Zmiana ilości akcji
2019-12-20
